,Company,Ticker,Sector,Industry,No.Yrs,CCCSeq,DRIP DR,Fees SP,Price,Div.Yield,Current Dividend,Payouts/Year,Annualized,Qtly Sch,Previous Payout,Last Increased on:Ex-Div,Last Increased on:Pay,MR%Inc.,DGR 1-yr,DGR 3-yr,DGR 5-yr,DGR 10-yr,5/10 A/D*,Past 5yr DEG,&=MultiIncThisYrNotes,EPS %Payout,TTM P/E,FYE Month,TTM EPS,PEG,TTM P/Sales,MRQ P/Book,TTM ROE,TTM Growth,NY Growth,Past 5yr Growth,Est-5yr Growth,MktCap($Mil),Inside Own.,Debt/Equity,TweedFactor,Chowder Rule,+/-% vs.Graham,Estimated Div:2018,2019,2020,2021,2022,Est. Payback$,Est. Payback%,5-yr Beta,52-wk Low,52-wk High,50-day MMA,200-day MMA,OTC,StreakBegan,RecessionsSurvived,TTM ROA,1/3 A/D,updated,P/E
69,Comcast Corp.,CMCSA,Communication Services,Media,14,273,-,-,49.57,2.017349203147065,0.25,4,1,A25,0.23,2021-04-06 00:00:00,2021-04-28 00:00:00,8.69565217391304,9.756097560975618,13.842447691670245,13.045577778664775,16.82852425662049,0.775206285455038,1.078146923856593,,44.843049327354265,22.228699551569505,12,2.23,3.86,2.29,2.74,12.4,11.799999999999999,14.979999999999999,12.1,5.9799999999999995,238270,0.67,1.27,-7.1657725697576655,15.06292698181184,64.52846666397947,0.9900000000000001,1.0890000000000002,1.1541222000000002,1.2231387075600002,1.2962824022720882,5.752543309832089,11.604888662158745,1.01,56.35,-5.56,-1.8599999999999999,12.389999999999999,,2008,1,3.9,0.7047956964176497,False,0
70,CME Group Inc.,CME,Financials,Capital Markets,10,372,-,-,181.74,1.8708044459117419,0.85,4,3.4,C26,0.75,2020-03-09 00:00:00,2020-03-25 00:00:00,13.33333333333333,13.33333333333333,8.799023312682186,11.196158593857874,13.964373915972295,0.8017658837573686,0.9330132161548228,,56.666666666666664,30.290000000000003,12,6,10.37,13.46,2.42,8.1,3.5000000000000004,-0.86,12,2.93,66270,0.1,0.13,-17.223036960230388,13.066963039769615,80.49536774603878,3.5189999999999997,3.5541899999999997,3.6583277670000003,3.7655167705731007,3.875846411950893,18.372880949523992,10.109431577816656,0.47,39.83,-18.22,0.51,5.84,,2011,0,1.9,1.5153196962344404,False,0
71,Cummins Inc.,CMI,Industrials,Machinery,15,258,N,N,234.42,2.303557716918352,1.35,4,5.4,C01,1.311,2020-11-19 00:00:00,2020-12-03 00:00:00,2.9748283752860525,7.772337821297426,7.86142946816224,8.521227838932033,19.698099718312644,0.4325913646893635,0.8607300847406093,,50.89538171536287,22.094250706880302,12,10.61,6.1,1.84,4.65,21.6,9.5,22.52,9.9,3.74,36000,0.1,0.53,-11.269465151029918,10.824785555850385,113.68540301313507,5.784885,6.363373500000001,6.601363668900001,6.848254670116862,7.104379394779234,32.7022562337961,13.950284205185607,1.13,132.04,-7.76,1.72,16.61,,2006,1,7.8,0.9886672459219251,False,0
72,CMS Energy Corp.,CMS,Utilities,Multi-Utilities,15,262,N,N,56.88,3.0590717299578056,0.435,4,1.74,B28,0.4075,2021-02-04 00:00:00,2021-02-26 00:00:00,6.748466257668719,6.5359477124183,7.015163943242442,7.039956279333892,9.462249004721745,0.7440045464689096,1.257135049881052,,67.96875,22.21875,12,2.56,3.09,2.44,3.07,14.7,3,6.75,5.6000000000000005,7.23,16309.999999999998,0.1,2.84,-12.119721990708303,10.099028009291697,74.115622504128,1.6788999999999998,1.7922257499999996,1.9218036717249996,2.060750077190717,2.209742307771606,9.663421806687323,16.989138197410906,0.14,23.57,-17.77,-4.62,-5.86,,2007,1,2.7,0.9316885200828755,False,0
73,Cohen & Steers Inc.,CNS,Financials,Capital Markets,11,302,-,-,65.5,2.381679389312977,0.39,4,1.56,C22,0.36,2020-02-28 00:00:00,2020-03-12 00:00:00,8.333333333333341,8.333333333333348,11.678316506545784,9.301197394385863,14.579378098253093,0.637969420348618,0.8455633994896239,,64.46280991735537,27.06611570247934,12,2.42,3.6,7.88,13.96,54.900000000000006,16.1,26.900000000000002,11,7.9,3320,8.5,0.0,-15.383238918780501,11.68287678369884,309.79288818003965,1.7160000000000002,1.8876000000000004,2.0367204000000005,2.1976213116000003,2.3712333952164,10.209175106816401,15.586526880635725,1.36,98.67,-16.900000000000002,-10.14,2.96,,2010,0,31.4,0.7135731702991996,False,0
74,CoreSite Realty Corp.,COR,Real Estate,Equity Real Estate Investment Trusts (REITs),11,329,-,-,134.44,3.6596251115739364,1.23,4,4.92,A16,1.22,2020-12-30 00:00:00,2021-01-15 00:00:00,0.8196721311475417,5.1724137931034475,10.67234370322312,23.77191433149828,,,0.9396013569762166,,246.0,67.22,12,2,133.23,9.32,62.35,65.3,-7.3999999999999995,2.2399999999999998,25.3,0.5,5570,0.8999999999999999,18.68,-39.78846055692778,27.431539443072218,1264.822658402508,4.9288,5.03920512,5.0644011456,5.089723151327999,5.115171767084639,25.23730118401264,18.77216690271693,0.32,49.26,-3.63,8.55,9.700000000000001,,2010,0,3.6999999999999997,0.48465584851257587,False,0
75,Core-Mark Holding Company,CORE,Consumer Discretionary,Distributors,10,445,-,-,30.67,1.6954678839256603,0.13,4,0.52,C22,0.12,2020-11-19 00:00:00,2020-12-18 00:00:00,8.333333333333341,8.888888888888879,9.815788772150768,12.246466207113937,,,1.884071724171375,,39.097744360902254,23.06015037593985,12,1.33,6.69,0.08,2.33,10.100000000000001,27.1,14.219999999999999,6.5,3.5999999999999996,1430,1.2,0.79,-9.118216284900251,13.941934091039597,54.53176642280073,0.539,0.5929000000000001,0.6142444000000001,0.6363571984000002,0.6592660575424002,3.041767655942401,9.91772955964265,0.4,46.5,-15.58,-3.85,4.75,,2012,0,3.1,0.9055705145274032,False,0
76,Costco Wholesale,COST,Consumer Staples,Food & Staples Retailing,17,217,Y,Y,352.43,0.7944840110092783,0.7,4,2.8,B26,0.65,2020-04-30 00:00:00,2020-05-15 00:00:00,7.692307692307682,9.126984126984116,12.141413906685283,12.078022608922122,13.213067183326665,0.9140968135061907,1.1080754687084515,,28.74743326488706,36.18377823408624,8,9.74,4.27,0.92,10.64,26,12.9,8.82,10.9,8.6,158380,0.2,0.51,-23.31127161415484,12.8725066199314,313.6533172225144,3.0250000000000004,3.2918050000000005,3.574900230000001,3.882341649780001,4.216223031661081,17.990269911441082,5.104636356564731,0.63,33.32,-9.180000000000001,-4.760000000000001,5.07,,2004,1,8,0.7517233328120568,False,0
77,Chesapeake Utilities,CPK,Utilities,Gas Utilities,17,219,N,N,101.43,1.7351868283545302,0.44,4,1.76,A05,0.405,2020-06-12 00:00:00,2020-07-06 00:00:00,8.64197530864197,9.03225806451613,10.282191192331936,8.673177961292877,6.9889253662249295,1.2409887796494954,1.020373877799162,,43.890274314214466,25.29426433915212,12,4.01,5.31,3.62,2.71,12.2,7.3,10.09,8.5,4.74,1750,0.7000000000000001,1.22,-14.885899549504714,10.408364789647408,74.54379438868916,1.81337,1.994707,2.0892561118,2.1882868514993206,2.2920116482603885,10.377631611559709,10.231323682894319,0.32,46.01,-8.95,-3.52,11.08,,2004,1,3.9,0.8784370855943664,False,0
78,Camden Property Trust,CPT,Real Estate,Equity Real Estate Investment Trusts (REITs),10,391,N,N,102.15,3.2501223690650995,0.83,4,3.32,A17,0.8,2020-03-30 00:00:00,2020-04-17 00:00:00,3.7499999999999893,3.785488958990535,3.1236353252733773,3.4261171052045736,6.216586248297085,0.5511251623257206,,,175.66137566137564,54.04761904761905,12,1.89,15.1,9.57,2.92,3.9,36.6,11.67,-6.2,3.5999999999999996,10010,0.1,0.92,-47.37137957334938,6.676239474269673,164.84297034620147,3.619,3.9809000000000005,4.124212400000001,4.272684046400001,4.426500672070401,20.423297118470405,19.99343819722996,0.76,63.49,-15.39,3.17,9.91,,2011,0,2,1.2118856924052852,False,0
79,Cisco Systems Inc.,CSCO,Information Technology,Communications Equipment,10,393,Y,Y,44.58,3.2301480484522207,0.36,4,1.44,A25,0.35,2020-04-02 00:00:00,2020-04-22 00:00:00,2.85714285714286,3.6231884057970953,8.164778348557533,11.764643460542267,,,1.3679817977374729,,58.536585365853654,18.121951219512194,7,2.46,2.45,4.02,5.03,28.4,-6,6.370000000000001,8.6,7.5,193040,0.1,0.38,-3.127159710517706,14.994791508994489,101.27749185213747,1.4443,1.53630191,1.6515245532499998,1.7753888947437497,1.908543061849531,8.31605841984328,18.654236024771826,0.9,37.59,-11.34,0.83,3.34,,2011,0,11.3,0.443758330125055,False,0
80,CSX Corp.,CSX,Industrials,Road & Rail,16,233,N,N,85.75,1.2128279883381925,0.26,4,1.04,C15,0.24,2020-02-27 00:00:00,2020-03-13 00:00:00,8.333333333333341,8.333333333333348,10.064241629820891,8.239819622948685,12.277530474402209,0.6711300485165264,0.49046545374694556,,28.888888888888893,23.819444444444443,12,3.6,1.56,6.55,5.22,23.799999999999997,8.6,12.389999999999999,16.8,15.42,69310,0.1,1.3,-14.366796833157565,9.452647611286878,135.07681959544863,1.1294400000000002,1.2423840000000004,1.3666224000000005,1.5032846400000006,1.6536131040000008,6.895344144000002,8.041217660641403,1.13,83.2,-12.08,-5.7700000000000005,10.41,,2005,1,7.5,0.8280140362132434,False,0
81,CubeSmart,CUBE,Real Estate,Equity Real Estate Investment Trusts (REITs),11,351,-,-,34.84,3.903559127439724,0.34,4,1.36,A16,0.33,2020-12-31 00:00:00,2021-01-15 00:00:00,3.030303030303033,3.125,6.917810999860885,15.578962436501453,29.43668840243443,0.5292362450394748,0.3379384476464523,,160.0,40.98823529411765,12,0.85,6.81,10.14,3.88,9.3,-0.1,8.36,46.1,6,6750,0.5,1.13,-21.505713730176474,19.482521563941177,165.86074294736122,1.3332000000000002,1.44465552,1.5313348512,1.6232149422720001,1.7206078388083201,7.6530131522803195,21.966168634558894,0.31,77.66,-2.65,4.390000000000001,13.889999999999999,,2011,0,4.1000000000000005,0.45173249168889446,False,0
82,Culp Inc.,CULP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",10,452,-,-,15.43,2.851587815942968,0.11,4,0.44,A16,0.105,2021-01-07 00:00:00,2021-01-18 00:00:00,4.761904761904766,4.999999999999982,9.487978497197226,11.842691472014465,,,,,,,4,-1.23,,0.75,1.52,-24.099999999999998,-304.9,217.64999999999998,-22.400000000000002,9,188.48,4,0.0,,14.694279287957434,,0.42419999999999997,0.46662,0.5086158000000001,0.5543912220000001,0.6042864319800002,2.5581134539800003,16.578829902657162,1.24,192.23,-10.6,0.25,34.46,,2012,0,-16.1,0.5269826445619576,False,0
83,Citizens Financial Services,CZFS,Financials,Banks,22,156,-,-,56.05,3.28278322925959,0.46,4,1.84,C30,0.455,2020-09-10 00:00:00,2020-09-25 00:00:00,1.0989010989010999,2.2346368715083775,2.486671698980847,2.3417165650659877,6.696352268758332,0.3497003250547629,,,,,12,,,,,,,,,,,,,,5.624499794325578,,1.8849,1.9414470000000001,1.9996904100000001,2.0596811223000002,2.1214715559690003,10.007190088269,17.854041192272973,,,,,,OTC,1999,2,,0.8986457168528661,False,0
84,Dillard's Inc.,DDS,Consumer Discretionary,Multiline Retail,10,442,-,-,87.81,0.683293474547318,0.15,4,0.6,A30,0.1,2019-09-27 00:00:00,2019-11-04 00:00:00,49.999999999999986,33.33333333333333,24.622517114844044,19.13578981670916,14.130869721941398,1.3541834432877462,,2020 = Year 10,,,1,-3.13,,0.37,1.36,-4.9,-28.499999999999996,153.9,-10.9,,1790,18.5,0.42,,19.81908329125648,,0.606,0.6666000000000001,0.6865980000000002,0.7071959400000002,0.7284118182000002,3.3948057582000004,3.8660810365562015,0.9,308.40000000000003,-31.4,49.8,128.19,,2012,0,-2.1999999999999997,1.3537743999876375,False,0
85,Douglas Emmett Inc.,DEI,Real Estate,Equity Real Estate Investment Trusts (REITs),10,352,-,-,27.71,4.041862143630459,0.28,4,1.12,A15,0.26,2019-12-29 00:00:00,2020-01-14 00:00:00,7.692307692307699,5.660377358490565,6.776758314981257,5.922384104881218,10.8449222600272,0.5460974235574063,0.12520896627655853,,63.63636363636365,15.744318181818182,12,1.76,1.98,5.41,2,12.2,207.20000000000002,-74.3,47.3,8,4980,1.6,1.92,-5.780071933306505,9.964246248511676,18.30025145767651,1.2320000000000002,1.2443200000000003,1.3438656000000004,1.4513748480000006,1.5674848358400009,6.839045283840003,24.680784135113687,0.89,21.11,-39.22,-7.66,-3.5700000000000003,,2011,0,3.3000000000000003,0.8352632771301982,False,0
86,Discover Financial Services,DFS,Financials,Consumer Finance,10,434,N,Y,83.54,2.1067751975101743,0.44,4,1.76,C07,0.4,2019-08-21 00:00:00,2019-09-05 00:00:00,9.999999999999995,4.761904761904767,10.625803603663275,10.25994778190622,36.220436655374314,0.2832640555807289,0.7832021207561999,2020 = Year 10,49.162011173184354,23.33519553072626,12,3.58,3.82,2.42,2.86,10.5,16.6,17.1,13.100000000000001,6.2700000000000005,26870,0.3,3.54,-10.968472551309866,12.366722979416394,72.22551007053654,1.9360000000000002,2.1296000000000004,2.2631259200000002,2.405023915184,2.5558189146660366,11.289568749850037,13.513967859528414,1.77,259.31,-17.25,-3.65,36.13,,2011,0,0.8999999999999999,0.4481453770012357,False,0
87,Donegal Group Inc. A,DGICA,Financials,Insurance,18,187,N,N,13.87,4.325883201153569,0.15,4,0.6,B15,0.145,2020-04-30 00:00:00,2020-05-15 00:00:00,3.448275862068969,3.0303030303030276,2.1936783374533864,2.0914678097454287,2.6626775041072914,0.7854754496251432,0.08332541074682982,,33.5195530726257,7.748603351955307,12,1.79,0.77,0.52,0.8,11,241.5,-23.77,25.1,10,403.11,43.2,0.18,-1.3312523410563095,6.417351010898997,-47.51134437248265,0.6545,0.661045,0.7271495,0.7998644500000001,0.8798508950000001,3.722409845,26.83785036049027,-0.01,23.61,-14.330000000000002,-2.4699999999999998,-2.83,,2003,1,2.6,1.3813798397721648,False,0
88,Donegal Group Inc. B,DGICB,Financials,Insurance,18,188,-,-,12.48,4.246794871794872,0.1325,4,0.53,B15,0.1275,2020-04-30 00:00:00,2020-05-15 00:00:00,3.921568627450984,3.4482758620689724,2.501029596576787,2.3033703508223757,2.565941042813802,0.8976708008444761,,,,,12,,,,,,,,,,,,,,6.550165222617248,,0.5407500000000001,0.5569725000000001,0.5736816750000001,0.5908921252500001,0.6086188890075002,2.8709151892575004,23.004128119050485,,,,,,,2003,1,,1.3787425253938226,False,0
89,Digital Realty Trust,DLR,Real Estate,Equity Real Estate Investment Trusts (REITs),16,234,-,-,143.95,3.112191733240709,1.12,4,4.48,C30,1.08,2020-03-16 00:00:00,2020-03-31 00:00:00,3.703703703703707,4.470588235294137,6.0750740000032,5.482596260493655,8.632087223762476,0.6351414343220632,0.29162746066455614,,181.3765182186235,58.27935222672064,12,2.47,3.53,11.25,2.34,3.8,94.6,-0.47000000000000003,18.8,16.66,40810,0.3,0.77,-49.684564232986276,8.594787993734364,146.19205169092982,4.884000000000001,4.9328400000000014,5.426124000000002,5.968736400000003,6.565610040000004,27.777310440000008,19.2964990899618,0.14,37.1,-13.020000000000001,5.54,-0.29,,2005,1,1.7000000000000002,0.7358903340587757,False,0
90,DTE Energy Company,DTE,Utilities,Multi-Utilities,12,294,Y,Y,118.72,3.6556603773584904,1.085,4,4.34,A15,1.0125,2020-12-18 00:00:00,2021-01-15 00:00:00,7.160493827160495,7.14285714285714,7.064878325541235,7.661245164297736,6.537292682228579,1.1719293500694234,1.7816849219297062,,61.47308781869688,16.81586402266289,12,7.06,2.84,1.96,1.9,11.4,0.2,1.9800000000000002,4.3,6.03,23560,0.2,1.6,-5.498958481006664,11.316905541656226,19.164017020537226,4.0581,4.13845038,4.387998937914,4.652595273870214,4.933146768884589,22.170291360668806,18.674436793016177,0.62,66.72,-12.49,-4.07,2.73,,2010,0,3.1,1.0110375315359632,False,0
91,Duke Energy Corp.,DUK,Utilities,Electric Utilities,16,240,N,N,94,4.106382978723404,0.965,4,3.86,C18,0.945,2020-08-13 00:00:00,2020-09-16 00:00:00,2.1164021164021185,2.002670226969294,3.057430940942152,3.348379321741346,2.7583299467388356,1.213915443908414,0.45868209886867756,,140.87591240875912,34.30656934306569,12,2.74,14.14,2.78,1.53,4.5,35.199999999999996,1.9900000000000002,7.3,2.36,67240,0.1,1.46,-26.85180704260094,7.45476230046475,52.73659402148743,4.202,4.2856198,4.3867604272800005,4.490287973363809,4.596258769535194,21.960926970179003,23.362688266147874,0.26,51.300000000000004,-9.43,2.73,8.01,,2005,1,1.3,0.6550173219455182,False,0
92,Eagle Bancorp Montana Inc.,EBMT,Financials,Banks,21,159,-,-,21.39,1.8232819074333801,0.0975,4,0.39,C01,0.095,2020-08-13 00:00:00,2020-09-04 00:00:00,2.6315789473684235,2.6666666666666616,4.230287931886956,4.7688502770175,3.354517621772457,1.4216202788935535,0.10211670828731263,,14.391143911439114,7.892988929889299,6,2.71,0.79,2.92,0.98,13.5,86.1,-27.77,46.7,10,143.59,4.7,0.2,-1.3008567454384181,6.592132184450881,-41.3669446612938,0.42350000000000004,0.42773500000000003,0.47050850000000005,0.5175593500000001,0.5693152850000002,2.408618135,11.260486839644694,0.72,82.19999999999999,-6.63,0.42,15.68,,2000,2,1.6,0.6303747427133577,False,0
93,Edison International,EIX,Utilities,Electric Utilities,18,205,N,N,58.16,4.5563961485557085,0.6625,4,2.65,A31,0.6375,2020-12-30 00:00:00,2021-01-31 00:00:00,3.921568627450984,4.081632653061207,5.526163404643425,8.834037758062419,7.304259913028988,1.2094363923584766,,,270.4081632653061,59.3469387755102,12,0.98,,1.67,1.62,2.6,368.6,1.01,-2.8000000000000003,-0.5,22300,0.06,1.58,-45.956504868892075,13.390433906618128,106.71186690262209,2.805,2.8333305,2.861663805,2.89028044305,2.9191832474805,14.3094579955305,24.603607282549007,0.57,33.300000000000004,-26.31,-6.29,1.29,,2004,1,0.5,0.7386015132363922,False,0
94,Equity LifeStyle Properties,ELS,Real Estate,Equity Real Estate Investment Trusts (REITs),16,236,N,N,60.84,2.2518080210387903,0.3425,4,1.37,A13,0.30625,2020-03-26 00:00:00,2020-04-10 00:00:00,11.83673469387755,11.727748691099471,12.220574906347782,12.965878794180497,16.090135411416327,0.8058278232376406,0.8365083093019676,Adj Split,120.17543859649125,53.36842105263159,12,1.14,4.67,10.2,9.11,17.599999999999998,30,10.459999999999999,15.5,11.600000000000001,10960,0.8999999999999999,2.04,-38.1507342374123,15.217686815219288,364.8470791750163,1.467125,1.6138375,1.7752212500000002,1.9527433750000003,2.1480177125000006,8.9569448375,14.722131554076265,0.46,44.98,-21.55,-0.29,-2.96,,2005,1,5.2,0.9596724197490644,False,0
95,Emclaire Financial Corp.,EMCF,Financials,Banks,10,371,N,N,26.75,4.485981308411215,0.3,4,1.2,C23,0.29,2020-02-28 00:00:00,2020-03-20 00:00:00,3.448275862068969,3.4482758620689724,3.5744168651286268,4.563955259127317,7.919350247286827,0.5763042568663925,0.845176899838392,,57.692307692307686,12.860576923076923,12,2.08,,1.97,0.86,6.800000000000001,161.4,,5.4,,71.31,18.6,0.0,-3.8106403555383928,9.04993656753853,-29.888672166344687,1.32,1.3596000000000001,1.4003880000000002,1.4423996400000003,1.4856716292000003,7.008059269200001,26.198352408224302,0.47,55.1,-18.92,0.06,9.06,,2011,0,0.6,0.9647100470316533,False,0
96,Eastman Chemical Co.,EMN,Materials,Chemicals,11,349,Y,Y,98.35,2.806304016268429,0.69,4,2.76,A05,0.66,2020-12-14 00:00:00,2021-01-08 00:00:00,4.5454545454545325,4.761904761904767,8.974425081854953,10.534229649286942,11.612317403390438,0.9071599822281186,5.267114824643471,,79.76878612716763,28.424855491329478,12,3.46,7.54,1.59,2.23,7.8,-26.1,21.97,2,3.83,13500,0.3,0.97,-15.084321825774106,13.340533665555371,67.845733068149,2.6664000000000003,2.9330400000000005,3.0453754320000006,3.162013311045601,3.2831184208586475,15.08994716390425,15.343108453385106,1.55,185.57,-10.81,-3.54,21.84,,2011,0,2.9000000000000004,0.5306083362969601,False,0
97,Ensign Group Inc.,ENSG,Health Care,Health Care Providers & Services,14,271,-,-,78.28,0.26826775677056713,0.0525,4,0.21,A31,0.05,2020-12-30 00:00:00,2021-01-31 00:00:00,4.99999999999999,5.263157894736836,5.566719197800074,5.922384104881218,13.45139710456078,0.44028022210965706,0.3701490065550761,,8.786610878661087,32.75313807531381,12,2.39,2.27,2.07,5.67,21.6,49.8,12.42,16,15,4310,1.3,0.15,-26.562486213662023,6.1906518616517845,187.29411401870172,0.22000000000000003,0.24200000000000005,0.26620000000000005,0.2928200000000001,0.3221020000000001,1.3431220000000004,1.715792028615228,1.08,225.35,-11.17,2.3800000000000003,39.36,,2008,1,6.2,0.9454685439884946,False,0
98,Enterprise Products Partners LP,EPD,Energy,"Oil, Gas & Consumable Fuels",24,144,N,-,20.23,8.897676717745922,0.45,4,1.8,B08,0.445,2021-01-28 00:00:00,2021-02-11 00:00:00,1.1235955056179785,1.4245014245014342,2.2001154912370424,3.3447956891753616,4.53371365051487,0.7377606851715284,0.471097984390896,,87.8048780487805,9.86829268292683,12,2.05,,1.65,1.79,18.099999999999998,9.2,-5.390000000000001,7.1,-0.5,46580,0.1,1.19,2.3741797239944535,12.242472406921284,-11.395400414252311,1.9437600000000002,1.9631976000000002,1.9828295760000003,2.0026578717600003,2.0226844504776005,9.9151294982376,49.01200938328028,1.38,96.98,-26.41,-2.25,9.62,,1998,2,7.199999999999999,0.6474666580800676,False,0
99,Eversource Energy,ES,Utilities,Electric Utilities,22,153,N,Y,87.5,2.5942857142857143,0.5675,4,2.27,C31,0.535,2020-03-03 00:00:00,2020-03-31 00:00:00,6.074766355140182,6.074766355140171,6.110269789569878,6.331484519435238,8.275500315860839,0.7650878228232683,3.7244026584913157,,64.48863636363636,24.857954545454547,12,3.52,3.88,3.5,2.19,8.799999999999999,-13.8,6.98,1.7000000000000002,6.52,30460,0.1,1.17,-15.932184311733595,8.925770233720952,55.54766394123622,2.2927,2.45273046,2.612648485992,2.7829931672786783,2.964444321785248,13.105516435055925,14.977733068635343,0.34,44.18,-11.99,0.16999999999999998,1.49,,1999,2,2.8000000000000003,0.9941895471636439,False,0
100,Eaton Corp. plc,ETN,Industrials,Electrical Equipment,11,309,Y,Y,117.7,2.4808836023789294,0.73,4,2.92,C23,0.71,2020-03-12 00:00:00,2020-03-27 00:00:00,2.8169014084507067,2.8169014084507005,6.7555682453010135,5.825915471090526,10.457678047998641,0.5570945523806283,0.844335575520366,"ADR-Ireland,US$",86.13569321533923,34.71976401179941,12,3.39,,2.58,3.27,9.4,7.000000000000001,16.12,6.9,-0.22999999999999998,47420,0.2,0.57,-26.412964938329957,8.306799073469456,124.63167711570678,3.1244,3.4368400000000006,3.4712084000000005,3.5059204840000007,3.5409796888400007,17.079348572840004,14.510916374545458,1.13,108.63000000000001,-9.46,-1.92,16.48,,2010,0,4.3999999999999995,0.4169747541829748,False,0
101,Evercore Partners Inc.,EVR,Financials,Capital Markets,14,265,-,-,109.1,2.236480293308891,0.61,4,2.44,C08,0.58,2020-11-25 00:00:00,2020-12-11 00:00:00,5.172413793103453,4.910714285714279,18.284137094912744,15.36498246073117,14.070338756868072,1.0920122625499085,0.5669735225362055,,43.806104129263915,19.587073608617594,12,5.57,,2.6,4.68,26.5,-17.4,39.61,27.1,-4,5250,4.93,0.41,-1.9856108545775335,17.60146275404006,101.84427934901845,2.3735,2.61085,2.6369585,2.663328085,2.68996136585,12.974597950849999,11.892390422410632,1.7,228.12,-10.18,4.1000000000000005,49.33,,2007,1,9.4,0.26857785304402493,False,0
102,Evergy Inc,EVRG,Utilities,Electric Utilities,16,250,-,-,53.73,3.982877349711521,0.535,4,2.14,C12,0.505,2020-11-19 00:00:00,2020-12-21 00:00:00,5.940594059405946,6.217616580310881,9.068395601326195,7.469088326263029,5.240977914892531,1.4251325702096929,2.489696108754343,Merger of WR and GXP,77.25631768953069,19.3971119133574,12,2.77,3.29,2.46,1.39,7.3,11.600000000000001,6.43,3,5.8999999999999995,12160,0.1,1.16,-7.945146237382849,11.45196567597455,9.467368165772537,2.255,2.3999965,2.5415962934999996,2.6915504748164993,2.8503519528306724,12.73849522114717,23.70834770360538,0.37,27.900000000000002,-29.830000000000002,-1.15,-4.62,,2005,1,2.4,0.6856357897974361,False,0
103,Extra Space Storage Inc.,EXR,Real Estate,Equity Real Estate Investment Trusts (REITs),11,328,-,-,113.79,3.163722646981281,0.9,4,3.6,C30,0.86,2019-06-13 00:00:00,2019-06-28 00:00:00,4.651162790697678,1.1235955056179803,4.885624628838681,9.953965407958165,24.57309396155174,0.40507578832086116,0.6182587209911903,2020 = Year 11,106.82492581602374,33.76557863501484,12,3.37,5.6,11.05,6.11,18,3.9,9.48,16.1,6,14790,0.4,2.21,-20.647890580075394,13.117688054939446,202.80737218380688,3.7403999999999997,4.09498992,4.3406893152,4.6011306741119995,4.87719851455872,21.65440842387072,19.03015064932834,0.2,56.52,-6.01,0.83,8.85,,2010,0,5.1,0.22997990860486153,False,0
104,First American Financial Corp.,FAF,Financials,Insurance,11,303,N,N,52.29,3.518837253777013,0.46,4,1.84,C15,0.44,2020-12-07 00:00:00,2020-12-15 00:00:00,4.545454545454549,5.952380952380953,7.321278260648478,12.22354940932593,30.955539968035396,0.3948743721462437,0.5135945129968879,,32.56637168141593,9.254867256637167,12,5.65,3.51,0.9,1.28,14.2,48.6,-11.450000000000001,23.799999999999997,2.7,6000,3.04,0.33,6.4875194064657755,15.742386663102943,-27.439741246034156,1.9580000000000002,1.9775800000000001,2.03097466,2.08581097582,2.1421278721671397,10.19449350798714,19.496067140920136,1.16,78.10000000000001,-21.7,1.11,3.7600000000000002,,2010,0,5.3,0.8130248216864967,False,0
105,Fastenal Company,FAST,Industrials,Trading Companies & Distributors,22,158,-,-,45.59,2.4566790962930467,0.28,4,1.12,B27,0.25,2021-02-02 00:00:00,2021-03-03 00:00:00,12.00000000000001,14.942528735632177,16.039720840319482,12.295510705682089,16.890191605646486,0.7279675087624009,1.1599538401586877,,75.16778523489933,30.59731543624161,12,1.49,3.86,4.79,9.27,30.3,6.6000000000000005,9.43,10.6,8.09,27030,0.32,0.14,-15.845125634266477,14.752189801975135,255.05061554279195,1.066,1.1665238000000002,1.2608955754200002,1.3629020274714783,1.4731608014939208,6.3294822043854,13.883488055243253,1.22,72.04,-12.139999999999999,-6.65,2.4299999999999997,,2000,2,20.9,0.9315953116883889,False,0
106,Factset Research System Inc.,FDS,Financials,Capital Markets,22,155,-,-,302.34,1.018720645630747,0.77,4,3.08,C20,0.72,2020-05-28 00:00:00,2020-06-18 00:00:00,6.94444444444445,8.214285714285708,11.5994476127238,12.121604391816842,13.033002044685649,0.9300700138199979,1.092036431695211,,31.33265513733469,30.756866734486263,8,9.83,5.23,7.85,12.32,45.300000000000004,7.3999999999999995,5.89,11.1,6,11890,0.1,0.6,-17.616541697038674,13.140325037447589,310.37901081743706,3.25422,3.445893558,3.65264717148,3.8718060017688,4.104114361874928,18.328681093123727,6.062274622320476,0.73,54.87,-16.86,-8.690000000000001,-6.8500000000000005,,1999,2,19.1,0.7081618011943257,False,0
107,FBL Financial Group Inc.,FFG,Financials,Insurance,10,377,N,Y,56.04,3.5688793718772307,0.5,4,2,C29,0.48,2020-03-13 00:00:00,2020-03-31 00:00:00,4.1666666666666705,4.166666666666674,4.353201121161598,4.563955259127317,23.11444133449163,0.19745038147718202,1.5213184197091056,,62.30529595015576,17.457943925233646,12,3.21,1.23,1.81,0.85,5.3,35.6,14.16,3,14.2,1340,60.69,0.0,-9.3251092942291,8.132834631004547,-18.789020073368036,2.2,2.4200000000000004,2.662000000000001,2.9282000000000012,3.2210200000000015,13.431220000000005,23.967201998572456,0.16,93.17,-3.9899999999999998,4.15,27.04,,2011,0,0.7000000000000001,0.9571500490551308,False,0
